Restaurant_ID,Average_menu_price,Most_common_cuisine,Average_delivery_time,Popularity_score,Estimated_value_score
RES004231,44.52,Pizza,34,33.9,7.4
RES004232,51.56,Pizza,,76.2,4.2
RES004233,106.43,Thai,14,36.0,6.4
RES004234,68.95,Mexican,67,89.4,5.7
RES004235,40.31,Indian,50,75.7,0.5
RES004236,43.46,American,,1.2,5.6
RES004237,41.14,French,51,39.5,5.5
RES004238,45.36,Brazilian,,96.9,4.4
RES004239,25.18,Mediterranean,58,71.8,9.0
RES004240,22.88,Thai,43,25.8,6.4
RES004241,21.99,Mediterranean,39,20.6,8.6
RES004242,41.27,Indian,29,60.1,7.4
RES004243,73.7,French,,92.7,8.1
RES004244,15.98,Chinese,40,14.3,3.3
RES004245,79.09,Indian,32,92.1,8.7
RES004246,94.85,Mexican,86,53.8,3.0
RES004247,38.63,Mediterranean,,57.8,5.7
RES004248,60.74,Pizza,78,47.5,3.9
RES004249,41.97,French,37,81.4,8.9
RES004250,22.43,Pizza,53,60.5,9.4
RES004251,57.14,Brazilian,,74.0,9.2
RES004252,22.43,Chinese,86,82.9,1.6
RES004253,43.56,Japanese,66,12.3,0.7
RES004254,45.01,French,21,47.5,3.9
RES004255,55.56,Brazilian,,34.3,1.6
RES004256,77.77,Pizza,38,26.6,0.1
RES004257,39.11,Chinese,55,94.0,6.8
RES004258,68.94,Pizza,74,74.0,1.4
RES004259,106.8,Italian,,73.8,3.9
RES004260,19.66,French,,73.8,2.0
RES004261,54.0,American,74,61.0,4.5
RES004262,41.5,Pizza,69,91.4,6.7
RES004263,54.49,Japanese,57,6.6,1.8
RES004264,44.11,Japanese,,93.0,7.4
RES004265,44.31,Thai,,94.0,1.0
RES004266,43.42,American,56,90.9,1.4
RES004267,105.14,Brazilian,,43.1,9.5
RES004268,22.74,Brazilian,85,12.9,7.5
RES004269,63.63,Brazilian,34,4.7,6.9
RES004270,91.08,Italian,,73.0,9.9
RES004271,21.84,Japanese,43,16.7,8.5
RES004272,89.56,Italian,,74.0,7.2
RES004273,20.69,Japanese,28,27.0,3.5
RES004274,89.21,Pizza,,72.2,4.2
RES004275,23.09,Pizza,45,67.6,0.4
RES004276,40.97,Mexican,75,96.2,4.6
RES004277,23.41,Pizza,29,26.2,8.3
RES004278,71.15,Indian,,51.4,2.6
RES004279,80.17,Japanese,50,93.9,2.0
RES004280,58.99,American,65,11.6,6.8
RES004281,91.05,Mexican,,6.6,1.2
RES004282,24.69,Brazilian,84,19.2,5.7
RES004283,77.28,Mexican,,68.0,7.5
RES004284,70.53,Burger,50,42.5,0.2
RES004285,64.39,French,,33.6,7.6
RES004286,45.05,Chinese,57,66.4,6.3
RES004287,59.67,Italian,44,1.2,8.9
RES004288,91.23,Thai,,64.1,0.5
RES004289,50.8,French,88,86.3,7.7
RES004290,82.16,Mexican,55,6.6,0.0
RES004291,55.0,Mediterranean,22,71.7,0.7
RES004292,82.14,French,,38.4,8.4
RES004293,35.2,Burger,46,65.3,0.9
RES004294,91.29,Japanese,53,98.4,2.5
RES004295,45.31,American,,28.2,3.2
RES004296,85.93,American,,39.2,8.6
RES004297,23.46,French,29,74.9,7.7
RES004298,35.66,Italian,74,83.9,9.5
RES004299,97.94,Pizza,,80.4,6.6
RES004300,46.48,American,47,81.8,3.3
RES004301,20.5,Chinese,,92.1,2.0
RES004302,103.15,American,28,15.8,5.2
RES004303,47.0,Mediterranean,24,40.7,0.5
RES004304,65.2,Burger,80,84.1,7.2
RES004305,27.05,Indian,,55.4,0.5
RES004306,23.72,American,25,47.3,5.8
RES004307,70.24,Pizza,87,25.2,1.1
RES004308,23.45,Indian,21,23.3,1.1
RES004309,85.8,Chinese,,59.2,8.6
RES004310,80.91,Mexican,,20.0,7.2
RES004311,74.14,Pizza,59,40.3,2.9
RES004312,79.62,Pizza,21,38.5,5.2
RES004313,52.0,Pizza,34,94.2,9.1
RES004314,40.9,Mexican,59,29.7,9.4
RES004315,59.88,American,28,45.3,4.5
RES004316,47.97,Italian,23,95.4,8.4
RES004317,44.51,Burger,49,35.5,0.1
RES004318,62.45,Japanese,56,40.2,5.8
RES004319,84.18,Thai,51,49.7,7.0
RES004320,60.37,Mexican,,17.3,0.5
RES004321,41.29,Chinese,75,21.6,6.5
RES004322,66.15,Indian,,39.7,8.6
RES004323,79.22,French,88,99.5,3.9
RES004324,41.01,Italian,76,85.4,6.1
RES004325,19.7,Japanese,83,30.3,1.7
RES004326,25.78,Mexican,74,60.2,9.3
RES004327,74.51,Indian,61,31.7,0.4
RES004328,45.1,Chinese,37,61.2,0.1
RES004329,55.46,Italian,88,66.4,0.4
RES004330,73.09,Brazilian,,66.3,6.9
RES004331,23.73,Pizza,,55.2,3.4
RES004332,23.9,Mediterranean,73,6.8,1.6
RES004333,49.88,Italian,32,50.2,7.8
RES004334,25.79,Brazilian,45,4.0,7.2
RES004335,100.61,Chinese,26,59.9,8.9
RES004336,52.53,French,36,90.4,6.6
RES004337,87.83,French,,55.1,4.3
RES004338,106.07,American,23,16.9,0.3
RES004339,22.58,Burger,72,72.6,9.7
RES004340,15.34,French,58,11.6,9.1
RES004341,19.26,Mediterranean,,32.5,2.2
RES004342,77.68,Indian,61,82.8,2.5
RES004343,21.35,Japanese,,3.8,0.7
RES004344,88.09,American,,29.8,5.3
RES004345,48.63,Indian,85,93.0,8.2
RES004346,24.94,Burger,79,86.5,7.4
RES004347,69.39,Chinese,20,12.9,6.5
RES004348,42.37,Pizza,95,43.4,2.1
RES004349,35.25,Burger,21,0.1,6.6
RES004350,75.95,Italian,82,74.3,5.0
RES004351,113.01,Thai,,60.4,8.7
RES004352,77.89,French,91,57.3,0.6
RES004353,93.09,Pizza,,98.7,4.4
RES004354,102.91,Pizza,73,37.0,4.9
RES004355,42.68,Japanese,,1.9,8.3
RES004356,16.39,Italian,81,29.5,0.9
RES004357,61.28,Mexican,,11.8,2.1
RES004358,72.63,Mexican,56,84.6,6.4
RES004359,77.46,Mexican,60,94.2,5.4
RES004360,21.15,French,49,59.1,3.3
RES004361,95.11,Italian,,74.6,4.0
RES004362,116.04,Mexican,72,16.6,3.2
RES004363,21.35,American,28,98.4,7.0
RES004364,57.5,Burger,,65.4,1.3
RES004365,88.35,Brazilian,,62.7,7.9
RES004366,23.59,Mediterranean,52,50.4,4.8
RES004367,22.56,Burger,,55.7,7.1
RES004368,22.87,Mexican,,69.3,6.6
RES004369,42.48,Brazilian,38,73.3,2.6
RES004370,23.49,Mediterranean,35,28.6,1.9
RES004371,100.41,Pizza,47,26.3,4.0
RES004372,94.76,Thai,25,78.1,9.1
RES004373,18.24,French,68,38.0,9.1
RES004374,75.68,Italian,,6.3,1.0
RES004375,42.7,Mexican,,5.5,8.3
RES004376,55.07,Chinese,49,70.4,9.5
RES004377,42.88,Thai,24,45.2,6.1
RES004378,83.56,Italian,91,77.5,6.6
RES004379,71.37,Italian,36,31.3,0.6
RES004380,49.37,Pizza,,43.0,6.4
RES004381,22.35,Burger,34,49.7,1.4
RES004382,75.93,American,,95.6,8.6
RES004383,46.28,Italian,,83.5,5.9
RES004384,41.49,Mediterranean,79,41.4,1.7
RES004385,102.2,Indian,,22.0,4.8
RES004386,75.44,Italian,,20.7,9.3
RES004387,39.36,Thai,45,22.9,2.8
RES004388,20.75,American,23,14.6,4.4
RES004389,93.78,American,34,19.7,4.2
RES004390,66.8,Japanese,77,44.5,6.4
RES004391,91.83,American,76,48.4,8.9
RES004392,18.84,Indian,37,72.9,8.6
RES004393,40.57,Pizza,30,94.5,6.1
RES004394,24.25,Thai,,87.4,7.5
RES004395,45.86,Chinese,65,49.3,9.6
RES004396,39.88,Thai,33,91.1,3.9
RES004397,36.02,Pizza,,97.1,7.6
RES004398,82.26,Indian,,75.3,5.1
RES004399,65.46,Indian,,38.6,7.2
RES004400,70.65,Brazilian,64,47.3,2.9
RES004401,23.92,Italian,26,45.5,3.3
RES004402,20.42,Mediterranean,,93.7,8.9
RES004403,21.32,Brazilian,,31.3,0.4
RES004404,92.38,Mexican,,99.0,1.2
RES004405,25.53,Burger,32,74.0,9.3
RES004406,68.45,Chinese,,6.5,9.3
RES004407,45.58,Brazilian,37,61.0,8.8
RES004408,67.71,Pizza,57,6.2,6.5
RES004409,20.53,Thai,,50.8,9.1
RES004410,46.55,Mexican,11,7.8,1.9
RES004411,75.05,Indian,30,24.2,1.7
RES004412,22.13,Chinese,,48.4,2.1
RES004413,19.83,Japanese,34,46.3,7.9
RES004414,58.39,Pizza,54,34.6,4.0
RES004415,45.25,Mexican,27,63.0,4.3
RES004416,69.05,Italian,21,58.6,3.0
RES004417,68.38,American,88,1.0,6.0
RES004418,91.61,Burger,53,57.3,2.8
RES004419,88.2,Indian,,38.3,2.8
RES004420,109.79,American,68,90.6,8.3
RES004421,46.35,Thai,,16.4,4.6
RES004422,29.71,Indian,76,24.2,6.0
RES004423,110.12,Thai,73,99.3,3.8
RES004424,29.77,Thai,,0.3,8.5
RES004425,21.45,French,,71.7,8.9
RES004426,24.08,American,42,33.4,3.5
RES004427,86.56,Italian,,28.3,5.6
RES004428,45.73,Thai,34,82.5,8.7
RES004429,53.25,Mediterranean,55,78.0,2.1
RES004430,20.61,Burger,76,23.1,9.9
RES004431,22.44,Mexican,,14.4,5.9
RES004432,23.63,Brazilian,76,12.5,4.0
RES004433,55.14,Thai,88,14.4,4.6
RES004434,82.02,Italian,25,53.4,1.0
RES004435,22.49,Chinese,83,39.6,6.0
RES004436,20.14,Chinese,46,28.2,5.4
RES004437,24.25,Mediterranean,32,71.3,8.7
RES004438,66.47,Italian,,49.8,7.4
RES004439,26.77,Chinese,84,32.0,9.0
RES004440,22.75,Indian,,57.9,3.2
RES004441,17.77,Chinese,,6.3,7.1
RES004442,39.97,Japanese,,30.3,1.7
RES004443,52.21,Japanese,74,69.3,4.4
RES004444,18.22,Italian,27,32.4,8.4
RES004445,57.2,Mexican,43,72.3,2.8
RES004446,37.24,Brazilian,,60.3,9.3
RES004447,24.44,Burger,65,83.7,0.2
RES004448,21.36,Chinese,,53.9,5.0
RES004449,43.27,Mediterranean,21,19.1,2.8
RES004450,60.49,Mexican,,46.3,4.1
RES004451,65.6,Brazilian,82,47.5,3.4
RES004452,40.22,Indian,76,27.2,5.7
RES004453,65.1,Thai,23,88.1,9.1
RES004454,48.73,Burger,76,51.1,2.0
RES004455,23.47,Mediterranean,,1.1,4.5
RES004456,68.62,Chinese,19,2.9,4.0
RES004457,20.2,American,,27.0,9.6
RES004458,41.13,Mediterranean,39,88.5,2.5
RES004459,78.05,Indian,73,76.6,7.2
RES004460,108.12,French,38,93.1,5.9
RES004461,22.82,Mediterranean,,41.9,1.3
RES004462,24.85,Japanese,29,54.9,0.2
RES004463,86.06,Indian,,58.2,4.8
RES004464,95.44,Brazilian,16,64.1,3.7
RES004465,66.48,Japanese,27,50.8,8.5
RES004466,21.13,Burger,57,65.3,8.4
RES004467,79.29,American,62,2.4,8.5
RES004468,48.23,Indian,41,45.3,4.4
RES004469,87.61,Thai,88,35.0,7.4
RES004470,25.9,Mexican,24,15.0,7.3
RES004471,49.25,French,26,86.1,6.8
RES004472,21.94,French,,75.8,8.7
RES004473,28.81,French,58,88.3,3.4
RES004474,43.13,American,,50.2,9.1
RES004475,22.84,Pizza,49,20.3,9.8
RES004476,102.76,Italian,,93.3,8.1
RES004477,80.85,Burger,39,68.2,5.9
RES004478,46.22,Pizza,44,78.8,3.2
RES004479,58.98,Indian,21,45.4,8.8
RES004480,24.38,American,19,90.3,6.9
RES004481,43.5,Chinese,41,95.7,2.0
RES004482,56.96,Mediterranean,,63.3,8.1
RES004483,72.22,Italian,,9.2,5.9
RES004484,99.54,Brazilian,59,39.5,0.4
RES004485,21.0,Mexican,,67.1,6.0
RES004486,20.19,Indian,24,18.5,0.1
RES004487,24.05,Chinese,55,3.4,1.0
RES004488,18.38,Mediterranean,52,21.4,3.8
RES004489,78.25,Japanese,67,34.2,6.2
RES004490,29.38,Italian,43,95.8,4.6
RES004491,37.16,Thai,,37.1,2.0
RES004492,79.89,Burger,43,1.6,6.5
RES004493,42.5,Thai,44,96.9,2.0
RES004494,20.14,Pizza,85,16.1,0.2
RES004495,30.16,Italian,,71.0,0.6
RES004496,23.1,French,28,70.9,5.3
RES004497,64.88,Pizza,24,89.6,8.9
RES004498,42.08,Indian,74,92.5,7.4
RES004499,46.44,American,69,96.7,6.9
RES004500,45.11,American,41,36.6,3.1
RES004501,66.5,Mediterranean,38,4.8,0.7
RES004502,23.91,Mediterranean,,54.0,4.6
RES004503,73.7,Pizza,13,20.2,9.1
RES004504,25.89,Japanese,,57.9,5.2
RES004505,88.99,French,,51.8,0.1
RES004506,42.83,Chinese,50,21.2,4.8
RES004507,54.4,French,,4.7,6.0
RES004508,54.88,American,,83.3,7.9
RES004509,20.88,Japanese,,52.8,7.2
RES004510,64.12,Pizza,42,30.7,0.3
RES004511,45.95,American,54,86.7,1.0
RES004512,22.88,Italian,,11.5,2.6
RES004513,76.4,Indian,97,57.4,7.3
RES004514,45.09,Japanese,48,46.8,9.3
RES004515,71.7,Chinese,,87.7,6.9
RES004516,23.6,French,35,31.6,2.6
RES004517,64.58,Pizza,,73.6,7.9
RES004518,24.82,Thai,54,82.4,1.3
RES004519,93.94,Italian,64,13.0,0.6
RES004520,20.74,Brazilian,80,99.5,4.7
RES004521,20.68,Pizza,96,98.7,8.4
RES004522,90.4,Indian,62,78.3,9.3
RES004523,68.52,Japanese,36,83.9,3.6
RES004524,40.95,Burger,46,10.3,0.6
RES004525,57.17,Thai,89,99.4,6.9
RES004526,60.61,Indian,57,42.6,7.2
RES004527,21.36,Pizza,48,44.7,2.7
RES004528,85.71,Thai,,4.3,4.1
RES004529,62.59,American,64,98.1,7.5
RES004530,38.12,French,,30.7,9.6
RES004531,24.64,Mexican,,50.9,1.6
RES004532,70.69,Mexican,,34.6,8.5
RES004533,18.3,Mediterranean,87,89.2,4.9
RES004534,74.2,Pizza,,57.8,9.1
RES004535,49.65,Burger,,80.4,8.4
RES004536,83.29,French,30,89.0,6.0
RES004537,47.26,Indian,82,94.9,9.3
RES004538,62.83,French,90,84.4,7.8
RES004539,63.78,Mediterranean,,45.3,5.5
RES004540,19.0,Pizza,61,53.7,5.5
RES004541,21.72,Italian,38,44.1,0.3
RES004542,69.88,Mediterranean,57,15.1,0.5
RES004543,63.58,Italian,30,50.6,9.1
RES004544,20.21,Brazilian,,38.0,3.7
RES004545,70.22,Indian,,44.9,6.8
RES004546,52.06,American,31,95.3,7.4
RES004547,49.48,Chinese,31,85.9,5.0
RES004548,17.93,Mexican,72,46.3,3.9
RES004549,46.06,Pizza,93,73.4,9.8
RES004550,15.3,Italian,48,58.1,4.7
RES004551,62.66,Indian,,84.4,9.0
RES004552,53.6,Pizza,60,23.4,5.0
RES004553,76.94,Mediterranean,,95.6,9.5
RES004554,37.18,Indian,60,0.7,2.7
RES004555,59.55,American,,26.2,3.7
RES004556,61.03,American,,2.3,6.4
RES004557,40.2,Mexican,,36.2,7.4
RES004558,74.36,Thai,,29.5,6.5
RES004559,21.75,American,51,26.6,2.8
RES004560,45.66,Pizza,,98.7,0.9
RES004561,44.49,Mediterranean,46,24.1,3.2
RES004562,20.54,Mediterranean,23,56.6,4.8
RES004563,76.57,Japanese,59,50.6,7.5
RES004564,48.69,Burger,38,83.3,3.5
RES004565,67.14,Japanese,63,88.9,9.6
RES004566,41.34,Pizza,58,55.2,8.5
RES004567,20.61,Thai,24,39.0,7.0
RES004568,77.57,Japanese,20,8.7,8.5
RES004569,87.96,Mediterranean,,27.1,6.7
RES004570,52.32,Pizza,54,59.7,5.6
RES004571,67.09,Thai,83,30.7,9.6
RES004572,25.77,Japanese,,51.1,8.0
RES004573,80.98,Burger,49,13.7,1.5
RES004574,67.64,French,34,44.5,2.7
RES004575,22.48,Chinese,89,86.4,3.9
RES004576,91.17,Indian,,29.3,5.1
RES004577,51.06,Mexican,,67.5,6.9
RES004578,19.06,Brazilian,39,82.8,5.8
RES004579,25.4,Japanese,21,68.1,5.8
RES004580,74.43,Indian,,34.7,5.2
RES004581,47.93,Brazilian,21,43.8,3.2
RES004582,46.25,Indian,27,44.3,7.1
RES004583,94.0,Chinese,62,59.1,4.6
RES004584,45.39,American,,78.4,3.1
RES004585,17.93,French,89,84.1,1.3
RES004586,37.0,American,,52.6,2.9
RES004587,71.25,Chinese,86,46.6,9.1
RES004588,36.13,Mexican,72,0.9,1.5
RES004589,78.54,American,,76.1,10.0
RES004590,92.45,Mediterranean,,35.5,0.2
RES004591,55.89,Chinese,,19.2,5.0
RES004592,28.15,Burger,61,38.6,0.4
RES004593,82.57,American,17,66.7,6.2
RES004594,16.32,Pizza,70,86.8,3.8
RES004595,96.67,Thai,50,72.1,7.2
RES004596,81.69,Mexican,84,40.0,0.1
RES004597,44.47,Japanese,63,64.6,8.3
RES004598,21.86,Thai,21,27.2,8.5
RES004599,37.18,Italian,86,58.2,0.9
RES004600,89.82,Burger,45,18.3,7.7
RES004601,42.2,Pizza,63,19.9,3.2
RES004602,64.4,Brazilian,,58.2,4.0
RES004603,70.32,American,79,51.9,7.4
RES004604,89.99,American,44,88.1,9.1
RES004605,83.7,American,,31.3,3.2
RES004606,82.8,Brazilian,37,61.5,0.8
RES004607,46.39,Mediterranean,,22.7,6.3
RES004608,21.19,Italian,,9.9,5.6
RES004609,39.4,Chinese,30,32.8,9.5
RES004610,47.76,Burger,32,98.9,0.5
RES004611,18.3,Italian,,95.0,6.5
RES004612,52.4,Mexican,81,83.8,2.7
RES004613,114.28,Thai,,10.3,1.1
RES004614,70.23,French,,40.2,0.7
RES004615,24.88,Burger,,8.7,7.2
RES004616,87.89,American,29,76.6,1.9
RES004617,22.37,Pizza,72,65.8,4.2
RES004618,20.64,Brazilian,60,67.1,8.9
RES004619,22.66,Thai,50,99.0,0.5
RES004620,92.92,Mediterranean,29,85.9,8.9
RES004621,23.7,Burger,,47.1,3.2
RES004622,84.31,Thai,,23.5,0.8
RES004623,119.26,Thai,,94.3,2.1
RES004624,67.8,Indian,,80.1,9.2
RES004625,33.2,Japanese,71,76.2,7.0
RES004626,23.09,Burger,,71.1,2.8
RES004627,19.67,American,87,39.8,4.9
RES004628,92.24,Chinese,21,83.0,3.4
RES004629,38.86,Mediterranean,,91.7,8.0
RES004630,67.22,American,,12.9,4.5
RES004631,23.27,Thai,95,24.8,9.7
RES004632,67.07,Thai,,0.7,9.4
RES004633,101.81,Mediterranean,,43.5,2.6
RES004634,68.42,French,48,42.2,7.6
RES004635,43.66,Mexican,83,3.3,6.2
RES004636,44.16,Pizza,78,14.8,6.5
RES004637,78.58,Mexican,77,33.3,6.8
RES004638,56.65,American,66,30.6,4.2
RES004639,76.58,Italian,24,33.6,9.8
RES004640,46.47,Pizza,92,23.9,7.4
RES004641,55.77,Italian,,33.0,8.0
RES004642,72.07,Chinese,26,4.4,7.9
RES004643,34.8,Indian,82,64.5,7.1
RES004644,22.37,Chinese,80,42.6,8.6
RES004645,75.91,Mediterranean,72,58.0,8.4
RES004646,76.48,Pizza,,84.6,0.0
RES004647,23.76,Pizza,87,85.2,8.3
RES004648,42.2,Japanese,,74.2,6.8
RES004649,55.13,Mexican,63,6.2,9.3
RES004650,40.4,Chinese,,6.0,8.8
RES004651,43.47,Mexican,38,28.0,7.8
RES004652,22.43,French,68,6.3,7.2
RES004653,37.58,Thai,30,39.8,6.8
RES004654,20.48,Chinese,,22.1,1.6
RES004655,88.96,Japanese,,28.6,1.9
RES004656,101.37,Burger,,25.3,4.1
RES004657,104.84,Indian,,82.7,8.9
RES004658,43.44,Mexican,,81.0,8.1
RES004659,106.3,Japanese,,59.1,6.9
RES004660,21.68,Mexican,,19.4,2.4
RES004661,63.48,Italian,29,86.4,4.3
RES004662,23.47,French,85,5.8,7.5
RES004663,91.56,Burger,,31.1,3.5
RES004664,95.58,Pizza,15,97.1,4.8
RES004665,17.83,Mexican,80,42.3,0.6
RES004666,44.02,Brazilian,,59.2,3.3
RES004667,92.93,American,,79.0,5.5
RES004668,101.75,French,69,74.3,6.0
RES004669,20.87,French,,95.3,8.5
RES004670,85.85,Mediterranean,21,8.6,7.5
RES004671,71.41,Indian,,63.3,7.4
RES004672,59.3,Burger,81,10.4,5.7
RES004673,26.81,Brazilian,55,79.7,4.4
RES004674,69.84,Mediterranean,,40.0,8.5
RES004675,100.58,Burger,53,38.0,8.4
RES004676,79.59,Pizza,,40.5,8.7
RES004677,66.97,Brazilian,15,93.8,3.1
RES004678,78.21,French,28,10.5,7.2
RES004679,40.95,Chinese,58,7.6,0.8
RES004680,70.17,Brazilian,51,60.0,9.4
RES004681,61.09,Mediterranean,45,59.9,0.5
RES004682,90.77,Pizza,54,92.8,6.1
RES004683,48.89,Italian,,2.7,4.9
RES004684,45.16,American,93,0.6,9.3
RES004685,69.02,Mexican,,96.9,9.4
RES004686,99.98,Japanese,70,70.1,9.4
RES004687,52.13,Mexican,56,66.7,5.3
RES004688,44.03,Mexican,48,71.7,8.0
RES004689,63.46,Japanese,81,34.7,0.3
RES004690,37.95,Chinese,84,68.5,5.4
RES004691,76.66,Pizza,40,97.1,0.0
RES004692,86.04,Indian,79,51.2,3.5
RES004693,50.88,Mexican,,50.5,7.6
RES004694,91.73,Chinese,64,56.5,2.0
RES004695,103.91,Burger,,70.2,2.5
RES004696,21.93,Indian,,50.4,5.4
RES004697,22.42,Mediterranean,76,58.9,6.3
RES004698,39.89,Japanese,,4.2,7.6
RES004699,60.85,Thai,37,14.9,1.8
RES004700,69.77,Mexican,80,27.3,9.6
RES004701,46.38,Pizza,56,74.8,7.7
RES004702,23.42,Indian,95,84.1,4.8
RES004703,49.68,Pizza,56,74.7,5.0
RES004704,63.38,Indian,80,79.3,3.2
RES004705,51.12,Burger,91,69.7,4.8
RES004706,74.11,Pizza,42,76.7,4.1
RES004707,41.4,Mexican,52,47.3,1.4
RES004708,41.9,Mediterranean,,84.7,3.2
RES004709,25.32,Pizza,47,2.9,8.0
RES004710,77.67,Pizza,46,80.3,8.8
RES004711,39.9,Pizza,18,33.6,8.5
RES004712,44.5,Burger,,11.9,0.3
RES004713,17.33,Japanese,46,39.5,3.0
RES004714,96.95,French,54,45.0,3.1
RES004715,92.28,Indian,24,67.4,0.7
RES004716,77.59,American,31,27.0,3.0
RES004717,69.7,Mexican,37,69.5,9.1
RES004718,36.74,Mediterranean,84,38.9,6.7
RES004719,84.1,Brazilian,62,68.0,8.2
RES004720,73.92,Chinese,61,67.4,7.4
RES004721,41.14,Japanese,,90.4,3.2
RES004722,84.64,Japanese,,1.3,7.1
RES004723,75.92,Thai,77,23.3,2.8
RES004724,89.13,Mexican,,87.0,9.3
RES004725,76.41,Indian,72,48.9,9.0
RES004726,89.59,Italian,,98.9,7.0
RES004727,18.23,Mediterranean,76,94.9,1.0
RES004728,97.01,Indian,,38.5,1.5
RES004729,83.5,Mediterranean,33,41.3,3.8
RES004730,21.47,Thai,68,90.5,8.0
RES004731,74.93,American,77,77.9,3.0
RES004732,48.19,Brazilian,,65.5,8.7
RES004733,35.16,Japanese,30,94.9,5.3
RES004734,52.3,American,,65.4,8.3
RES004735,86.68,Mexican,56,82.7,6.5
RES004736,70.16,Italian,,47.7,1.3
RES004737,84.33,American,71,12.4,1.6
RES004738,48.36,Brazilian,61,32.1,3.1
RES004739,97.1,Indian,35,61.1,0.8
RES004740,20.16,Chinese,58,40.1,9.9
RES004741,107.95,French,,24.4,5.0
RES004742,68.22,American,41,94.6,5.0
RES004743,91.45,Thai,24,91.5,9.0
RES004744,106.22,Japanese,26,9.4,5.1
RES004745,97.8,Mediterranean,45,23.6,3.1
RES004746,51.35,Thai,59,38.8,2.2
RES004747,71.55,French,,31.2,5.7
RES004748,51.5,Burger,23,85.1,3.7
RES004749,21.86,Chinese,,75.2,0.5
RES004750,91.19,Chinese,24,26.9,7.9
RES004751,99.61,Pizza,27,38.6,9.4
RES004752,27.78,Thai,,79.4,9.0
RES004753,49.22,Japanese,80,89.1,9.2
RES004754,56.75,Thai,,1.3,1.8
RES004755,53.52,Burger,,68.3,1.3
RES004756,85.73,Japanese,87,9.5,9.7
RES004757,108.9,Chinese,47,18.5,1.2
RES004758,29.27,American,45,99.8,5.3
RES004759,20.81,Chinese,71,78.5,4.1
RES004760,19.36,Italian,32,82.3,5.3
RES004761,21.72,Mediterranean,65,99.5,8.1
RES004762,76.11,Indian,57,79.0,2.2
RES004763,75.56,Mexican,28,23.7,1.4
RES004764,31.9,Japanese,19,30.9,9.4
RES004765,81.46,Italian,,69.2,9.4
RES004766,73.89,French,,47.9,6.5
RES004767,50.91,Pizza,,87.5,2.2
RES004768,72.8,Chinese,35,97.9,8.1
RES004769,21.2,Chinese,,19.7,2.9
RES004770,71.73,American,93,52.3,4.8
RES004771,87.31,French,,2.0,8.8
RES004772,68.13,Thai,77,45.0,0.1
RES004773,47.81,French,55,10.2,4.8
RES004774,20.53,Japanese,,84.7,9.1
RES004775,63.95,Chinese,74,24.0,0.1
RES004776,99.31,American,88,3.4,4.5
RES004777,22.13,Mexican,51,72.8,4.7
RES004778,27.25,Mexican,,16.1,7.2
RES004779,45.17,Mediterranean,,31.0,4.1
RES004780,68.73,Japanese,,23.2,9.0
RES004781,52.38,Pizza,56,33.1,0.1
RES004782,46.32,American,,60.0,7.0
RES004783,20.79,Mexican,75,46.9,4.5
RES004784,43.98,Pizza,,44.9,6.8
RES004785,83.66,Burger,90,10.3,2.4
RES004786,54.38,Pizza,34,70.1,4.2
RES004787,95.01,Japanese,83,50.2,2.7
RES004788,45.1,Italian,41,24.1,6.6
RES004789,20.0,Indian,17,48.5,9.6
RES004790,67.49,Pizza,,51.8,6.4
RES004791,22.83,Japanese,50,82.0,1.4
RES004792,46.61,Mediterranean,,31.5,0.3
RES004793,66.76,Pizza,,21.0,9.0
RES004794,55.8,Japanese,64,0.3,0.2
RES004795,24.28,Brazilian,74,80.8,5.7
RES004796,25.14,Mediterranean,53,57.1,3.8
RES004797,24.09,Brazilian,31,72.3,9.0
RES004798,22.68,Brazilian,,34.0,9.3
RES004799,71.26,French,90,6.9,5.4
RES004800,86.05,Mediterranean,46,17.5,7.0
RES004801,20.95,Mediterranean,,17.8,9.7
RES004802,42.76,Pizza,,74.5,3.5
RES004803,49.58,Chinese,63,54.1,3.7
RES004804,90.63,Chinese,66,1.4,8.8
RES004805,22.89,Italian,,99.2,6.6
RES004806,27.62,Brazilian,54,9.7,4.0
RES004807,94.66,American,70,35.7,4.1
RES004808,91.36,Thai,50,13.2,1.3
RES004809,63.86,Italian,64,75.7,0.2
RES004810,56.68,Burger,39,65.2,6.7
RES004811,85.5,Thai,,94.2,7.3
RES004812,86.63,Pizza,58,34.2,2.2
RES004813,84.1,Chinese,,2.2,2.0
RES004814,26.47,Italian,38,95.1,9.9
RES004815,94.07,Brazilian,66,47.6,9.6
RES004816,44.55,Chinese,,66.2,4.1
RES004817,78.13,Burger,82,19.3,9.1
RES004818,95.16,Chinese,,94.3,4.0
RES004819,46.3,Pizza,83,92.0,8.2
RES004820,49.88,Italian,,67.1,8.7
RES004821,47.82,Pizza,29,28.6,1.0
RES004822,34.55,Thai,82,31.2,0.1
RES004823,23.0,Italian,64,1.5,7.2
RES004824,24.41,Indian,58,38.3,1.9
RES004825,56.67,American,75,78.5,0.1
RES004826,44.29,Thai,,51.9,8.8
RES004827,39.67,Pizza,41,98.5,0.6
RES004828,66.2,Thai,61,99.1,1.1
RES004829,24.1,Mexican,,5.9,6.0
RES004830,20.85,Indian,69,46.3,4.5
RES004831,72.28,Pizza,,80.9,2.1
RES004832,25.43,Pizza,38,34.3,3.3
RES004833,62.4,American,35,39.2,6.1
RES004834,66.74,Italian,25,38.0,1.8
